customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
188,Female,1,Yes,No,60,No,No,No,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),62.58,7582.63
189,Female,0,No,No,49,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,57.24,977.72
190,Male,1,No,Yes,52,Yes,Yes,No,No,No,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),115.05,3830.22
191,Male,0,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),66.49,4049.31
192,Male,0,No,No,47,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,108.78,7074.67
193,Female,0,No,No,68,No,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,53.4,6070.77
194,Male,1,Yes,Yes,43,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),66.17,348.27
195,Male,0,No,No,66,No,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,66.14,987.38
196,Male,1,Yes,Yes,63,No,No phone service,No,Yes,No internet service,No,No internet service,No,No,Two year,Yes,Mailed check,64.98,7542.16
197,Male,0,No,Yes,29,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),48.78,7998.41
198,Male,1,Yes,Yes,18,Yes,Yes,No,Yes,Yes,Yes,No internet service,No,No,Two year,No,Bank transfer (automatic),57.84,5890.3
199,Female,0,Yes,Yes,18,No,No,No,No internet service,No internet service,No,No,No,Yes,Two year,Yes,Electronic check,104.62,5054.56
200,Female,1,No,Yes,38,No,No,No,Yes,No internet service,No internet service,Yes,Yes,No,One year,Yes,Electronic check,25.21,8469.26
201,Female,1,Yes,Yes,19,No,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),99.21,534.8
202,Female,0,Yes,Yes,65,Yes,Yes,No,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,No,Electronic check,101.06,2517.63
203,Female,1,Yes,Yes,14,No,No,No,No,No internet service,No,No internet service,No,No,One year,No,Mailed check,26.97,6439.29
204,Male,0,Yes,No,43,Yes,No,No,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),83.83,4686.49
205,Female,1,Yes,Yes,34,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,116.46,8405.99
206,Male,1,No,No,57,No,No phone service,No,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),46.56,3887.68
207,Male,0,No,No,53,Yes,Yes,DSL,Yes,No,No,No,No internet service,Yes,One year,No,Electronic check,90.99,3461.22
208,Male,1,Yes,No,16,No,No,No,No,No internet service,Yes,Yes,Yes,No,One year,No,Electronic check,49.58,6726.4
209,Female,0,No,No,47,No,No,Fiber optic,No internet service,Yes,No,No internet service,No,No,One year,No,Bank transfer (automatic),107.28,774.97
210,Male,1,No,Yes,67,No,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,101.65,920.46
211,Female,0,No,Yes,69,No,No phone service,No,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,50.12,1137.79
212,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,Two year,Yes,Mailed check,52.35,5380.15
213,Male,1,No,Yes,8,No,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,113.16,5372.19
214,Male,1,Yes,Yes,8,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,69.43,7210.93
215,Female,0,No,No,14,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No,Yes,One year,No,Credit card (automatic),37.17,3952.22
216,Male,0,No,Yes,70,No,No,DSL,Yes,Yes,Yes,No internet service,No,Yes,One year,No,Credit card (automatic),72.09,4130.85
217,Male,0,Yes,Yes,36,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,Yes,One year,No,Electronic check,70.11,8575.75
218,Female,0,No,Yes,56,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),25.26,4405.78
219,Male,1,Yes,Yes,52,No,Yes,No,No,No internet service,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),31.18,3015.63
220,Female,0,Yes,Yes,23,Yes,No,DSL,No internet service,No,No,Yes,Yes,No,Two year,Yes,Electronic check,73.23,1746.48
221,Male,0,Yes,No,68,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No,No,One year,No,Mailed check,33.06,4281.42
222,Male,0,Yes,Yes,29,No,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),50.71,6869.94
223,Female,0,Yes,No,27,No,No,No,No,No internet service,No internet service,Yes,No,Yes,One year,No,Mailed check,62.14,4397.87
224,Female,1,No,Yes,47,No,No,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),82.33,5604.52
225,Female,0,Yes,No,61,Yes,No,DSL,No,Yes,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),111.54,3019.45
226,Male,0,Yes,Yes,47,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),87.1,7827.85
227,Female,0,No,No,7,No,Yes,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.87,6881.2
228,Male,1,No,No,40,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,29.25,7975.97
229,Male,1,No,Yes,45,No,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,55.32,4268.21
230,Male,1,No,No,5,Yes,No phone service,DSL,No internet service,No,Yes,No,No,No,Two year,No,Credit card (automatic),31.45,5777.39
231,Male,1,Yes,No,64,Yes,No,DSL,No internet service,No,No internet service,No,Yes,No,Two year,No,Electronic check,72.16,339.15
232,Male,1,No,Yes,13,No,No,Fiber optic,No,No,Yes,No internet service,No internet service,No,One year,No,Credit card (automatic),91.38,7790.33
233,Female,0,No,Yes,68,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),56.48,2863.19
234,Female,0,Yes,Yes,22,No,No,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),94.42,3203.56
235,Female,1,No,No,4,No,No phone service,DSL,No,No,Yes,No,No,No internet service,Two year,No,Bank transfer (automatic),108.77,4711.64
236,Male,1,No,No,41,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,53.61,904.46
237,Female,0,Yes,No,20,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Electronic check,94.5,8422.02
238,Female,1,No,No,43,No,No,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),73.11,1680.15
239,Male,0,No,Yes,41,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.39,2775.48
240,Female,0,No,Yes,58,No,Yes,No,Yes,No internet service,No internet service,No,No,No internet service,Two year,Yes,Electronic check,95.89,2330.99
241,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,27.53,1922.61
242,Female,1,Yes,No,51,Yes,Yes,No,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),98.55,322.95
243,Male,1,Yes,Yes,39,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),85.89,4195.39
244,Male,0,Yes,No,4,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),34.48,1368.87
245,Female,0,Yes,Yes,0,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,63.26,1967.67
246,Female,1,No,Yes,24,No,No phone service,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),22.22,601.95
247,Female,1,Yes,Yes,6,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.34,4329.51
248,Male,1,No,No,61,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),25.63,4214.93
249,Male,0,No,Yes,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.17,986.54
250,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),91.11,3340.21
251,Male,0,Yes,No,11,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),48.52,701.25
252,Female,1,Yes,No,18,No,Yes,DSL,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,112.47,4193.85
253,Female,0,No,No,26,No,No phone service,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,93.48,4735.08
254,Male,0,No,Yes,57,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,Two year,No,Credit card (automatic),110.53,5860.08
255,Male,1,No,No,11,No,No,Fiber optic,No,No,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),38.46,2605.58
256,Female,1,Yes,Yes,62,Yes,No,No,No,No,No internet service,No internet service,No internet service,No,One year,Yes,Mailed check,117.13,124.58
257,Female,0,Yes,No,33,No,No phone service,No,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),59.35,670.92
258,Female,0,Yes,No,25,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,No,No,Two year,No,Bank transfer (automatic),88.32,2798.32
259,Male,0,No,No,45,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,111.76,6450.32
260,Female,0,No,No,23,No,No,DSL,No internet service,No internet service,No,Yes,No,Yes,Two year,No,Mailed check,67.85,7490.28
261,Female,1,No,Yes,46,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),107.99,7528.36
262,Male,0,No,No,12,No,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,76.94,969.1
263,Female,1,No,Yes,17,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Mailed check,58.46,7451.72
264,Male,1,Yes,No,6,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),19.25,4103.14
265,Female,1,Yes,No,54,No,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,No,Electronic check,110.9,3267.56
266,Female,0,Yes,No,38,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),87.95,4777.68
267,Male,1,No,No,3,No,Yes,Fiber optic,No,No,No internet service,No,No,No,Two year,Yes,Mailed check,64.09,4079.48
268,Male,1,Yes,No,48,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),43.99,5304.43
269,Female,1,Yes,No,60,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,50.41,816.69
270,Female,0,No,No,1,Yes,No,No,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,30.63,3762.12
271,Female,1,No,Yes,20,No,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,No internet service,One year,Yes,Mailed check,115.27,7813.8
272,Female,0,Yes,No,43,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Mailed check,68.82,2554.97
273,Female,1,Yes,No,24,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,79.08,1646.78
274,Female,0,No,Yes,49,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),52.04,7216.38
275,Female,0,No,Yes,49,No,Yes,DSL,Yes,Yes,No,No,No internet service,No internet service,One year,No,Electronic check,47.25,5293.67
276,Male,0,No,Yes,49,No,Yes,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,107.0,5843.32
277,Female,1,Yes,Yes,67,No,No phone service,No,Yes,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,72.95,569.12
278,Male,1,Yes,No,63,No,Yes,Fiber optic,No internet service,No,No,No internet service,No internet service,No,One year,No,Mailed check,101.89,5863.68
279,Female,0,Yes,Yes,43,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,No,One year,Yes,Credit card (automatic),62.46,6111.29
280,Male,0,No,No,40,No,Yes,No,No internet service,No internet service,Yes,No internet service,No,No,Two year,Yes,Credit card (automatic),43.02,3109.76
281,Male,0,No,No,10,Yes,No,DSL,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,46.12,6791.71
282,Female,0,Yes,Yes,17,No,No phone service,No,Yes,No internet service,No,Yes,No internet service,No,One year,No,Electronic check,115.64,7910.67
283,Female,1,No,Yes,35,No,No phone service,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,93.78,5225.61
284,Male,1,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No internet service,Two year,No,Mailed check,101.61,8351.96
285,Female,0,No,Yes,68,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),101.7,1068.01
286,Male,1,No,Yes,55,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),30.01,8503.56
287,Female,0,Yes,No,49,Yes,No phone service,Fiber optic,No,No,No,No internet service,Yes,Yes,Two year,Yes,Mailed check,36.14,6726.94
288,Male,0,No,Yes,46,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,One year,No,Bank transfer (automatic),20.32,2394.0
289,Male,1,Yes,Yes,34,No,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),93.53,3208.63
290,Male,1,No,No,10,No,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,79.73,310.94
291,Male,1,No,No,15,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),83.38,1237.14
292,Female,0,No,No,48,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),47.85,4872.32
293,Female,0,Yes,Yes,9,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),29.62,2465.59
294,Male,0,No,No,26,No,Yes,DSL,No internet service,No internet service,No,No,Yes,No,One year,Yes,Mailed check,22.11,1596.77
295,Male,1,No,Yes,0,Yes,No,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,No,Electronic check,100.93,1093.39
296,Female,1,Yes,No,60,No,No,No,No,No internet service,No,No,No internet service,No,One year,No,Bank transfer (automatic),111.89,6869.33
297,Female,0,No,No,70,Yes,No phone service,No,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,79.04,916.73
298,Female,1,No,Yes,5,Yes,Yes,DSL,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),50.51,4885.97
299,Male,0,No,No,20,No,No,No,No,No,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),46.18,3033.65
300,Male,0,No,Yes,49,No,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),32.87,2672.95
301,Female,1,No,Yes,8,No,No phone service,DSL,No internet service,No,Yes,Yes,No,Yes,Two year,No,Mailed check,24.1,6861.95
302,Male,1,Yes,No,39,No,No phone service,No,No internet service,No internet service,No,Yes,Yes,No internet service,One year,Yes,Mailed check,108.84,7754.56
303,Male,0,No,Yes,37,No,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,One year,No,Electronic check,98.98,3837.14
304,Female,1,No,No,13,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,20.5,8416.25
305,Male,1,No,No,16,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,56.74,6020.76
306,Male,1,No,Yes,7,No,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),92.35,826.43
307,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,49.64,8220.1
308,Male,1,No,Yes,46,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),88.2,4933.73
309,Male,1,Yes,No,59,No,Yes,No,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,81.18,3619.54
310,Female,1,Yes,Yes,51,No,Yes,DSL,No internet service,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),67.61,7824.79
311,Male,0,Yes,Yes,29,No,No phone service,Fiber optic,Yes,No,No,No internet service,No,Yes,One year,No,Mailed check,28.07,2837.72
312,Male,1,Yes,Yes,37,No,No,No,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),116.41,1096.82
313,Female,1,No,No,0,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,71.39,6341.76
314,Female,0,Yes,Yes,57,No,No,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,83.63,7496.3
315,Female,1,No,Yes,37,Yes,No,DSL,No,No,No,No,No internet service,No,One year,No,Credit card (automatic),80.07,1958.74
316,Male,0,No,Yes,57,No,No,DSL,No,Yes,No,No,Yes,No internet service,Two year,Yes,Credit card (automatic),57.92,1569.96
317,Male,1,No,No,40,Yes,Yes,DSL,No internet service,No,Yes,No internet service,Yes,Yes,One year,No,Credit card (automatic),50.11,4495.98
318,Female,1,No,Yes,36,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),34.82,8076.34
319,Male,0,Yes,Yes,25,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,No internet service,One year,No,Electronic check,84.69,5957.59
320,Female,1,No,No,55,Yes,No,No,Yes,No internet service,Yes,Yes,No,Yes,One year,No,Electronic check,113.67,619.52
321,Female,0,No,No,33,Yes,No phone service,No,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),19.82,2026.49
322,Male,1,No,Yes,61,Yes,Yes,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,76.79,7349.94
323,Female,1,No,No,52,No,Yes,No,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,No,Electronic check,24.13,2503.33
324,Female,0,No,No,62,Yes,No,No,Yes,No,No internet service,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),75.72,6258.81
325,Female,0,No,Yes,68,No,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,80.67,3202.77
326,Female,1,Yes,Yes,47,No,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,Two year,No,Credit card (automatic),76.16,1481.19
327,Female,0,Yes,Yes,28,Yes,No phone service,No,No,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,90.41,3574.0
328,Female,0,Yes,Yes,33,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),113.85,496.92
329,Female,0,Yes,Yes,2,No,No,No,No,No internet service,No,No,Yes,No,One year,Yes,Bank transfer (automatic),18.52,3822.93
330,Male,1,Yes,No,6,Yes,No,No,No,No internet service,No,Yes,No,No internet service,One year,No,Mailed check,103.27,621.5
331,Female,0,Yes,Yes,21,Yes,No,No,No,Yes,No internet service,Yes,No,No,Two year,No,Bank transfer (automatic),59.16,8465.21
332,Female,1,Yes,No,13,No,No phone service,DSL,No,Yes,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),21.24,6413.9
333,Female,0,No,No,24,No,No,No,No,No,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),114.8,2024.22
334,Female,0,No,Yes,68,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),26.85,7887.9
335,Female,1,No,No,4,No,No phone service,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),66.26,8591.73
336,Female,0,No,No,60,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,64.64,8475.75
337,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,No,Mailed check,61.11,2955.14
338,Male,0,No,Yes,27,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,117.75,2136.29
339,Male,0,No,Yes,18,No,No,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Mailed check,61.02,7070.04
340,Male,0,No,No,33,No,No phone service,DSL,No,No internet service,No internet service,No,Yes,No,One year,Yes,Credit card (automatic),117.95,309.35
341,Male,0,No,Yes,59,No,No,No,No,No,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,92.16,1933.5
342,Female,1,No,No,23,Yes,No,DSL,Yes,No internet service,No,Yes,No internet service,Yes,One year,Yes,Mailed check,45.3,6998.54
343,Male,1,Yes,Yes,35,No,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,One year,No,Bank transfer (automatic),27.82,74.37
344,Female,1,No,No,63,No,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,44.74,462.59
345,Female,0,Yes,No,30,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Credit card (automatic),50.36,3033.05
346,Female,1,No,Yes,39,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),88.14,5639.63
347,Male,1,Yes,No,6,No,No,DSL,No,Yes,No internet service,Yes,Yes,Yes,One year,No,Mailed check,114.01,630.65
348,Male,0,Yes,No,22,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,75.06,7271.27
349,Male,1,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),46.05,6982.51
350,Male,0,No,Yes,33,Yes,No,No,No internet service,No,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),59.22,8034.66
351,Female,1,Yes,Yes,23,Yes,Yes,No,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,72.35,6288.34
352,Male,0,No,Yes,9,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No,No,Month-to-month,No,Electronic check,113.33,5069.23
353,Female,1,Yes,No,5,No,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,No,Two year,No,Electronic check,108.55,254.13
354,Female,1,Yes,No,69,No,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Electronic check,50.32,7429.03
355,Male,0,Yes,No,57,Yes,No,DSL,No internet service,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.28,8233.5
356,Female,0,No,Yes,24,No,Yes,DSL,Yes,No internet service,No,Yes,Yes,Yes,One year,Yes,Electronic check,21.6,49.39
357,Male,1,Yes,No,59,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.51,3705.8
358,Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,Yes,One year,No,Electronic check,89.02,448.03
359,Male,1,No,No,46,Yes,Yes,No,No internet service,No internet service,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),74.25,6130.46
360,Female,1,Yes,Yes,48,No,Yes,No,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),32.41,2880.63
361,Female,0,No,Yes,13,No,No phone service,Fiber optic,No,No,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),28.11,5104.83
362,Male,1,No,Yes,52,No,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,Yes,Two year,No,Mailed check,87.35,4903.35
363,Female,1,No,No,1,No,No phone service,No,No,No,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),46.4,2494.68
364,Female,0,Yes,Yes,42,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),117.95,4369.9
365,Male,0,No,No,6,No,Yes,DSL,No,No,No,No internet service,Yes,No,One year,Yes,Mailed check,24.36,3121.23
366,Female,0,No,Yes,37,Yes,No phone service,DSL,Yes,Yes,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,41.53,4478.08
367,Female,0,Yes,No,7,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.19,7490.93
368,Male,1,Yes,No,35,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),33.65,1780.71
369,Male,0,No,Yes,25,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No,Yes,Two year,Yes,Credit card (automatic),26.42,2285.83
370,Male,0,No,No,37,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,62.75,3862.53
371,Female,1,No,No,56,Yes,Yes,No,No,No internet service,Yes,No,Yes,No,One year,Yes,Credit card (automatic),24.94,5401.36
372,Male,1,Yes,No,43,No,No,No,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),73.21,353.22
373,Male,1,No,No,50,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),62.1,4206.77
374,Male,1,Yes,Yes,15,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),85.49,2175.25
375,Female,0,Yes,Yes,64,No,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.01,5056.84
376,Female,0,No,No,28,Yes,No phone service,No,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,45.24,5491.25
377,Female,1,Yes,Yes,59,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),24.46,2150.91
